AvgTicketPrice,Cancelled,Dest,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather,DistanceKilometers,DistanceMiles,FlightDelay,FlightDelayMin,FlightDelayType,FlightNum,FlightTimeHour,FlightTimeMin,Origin,OriginAirportID,OriginCityName,OriginCountry,OriginLocation,OriginRegion,OriginWeather,dayOfWeek,hour_of_day
$320.58 ,FALSE,Genoa Cristoforo Colombo Airport,GE01,Genova,IT,"{
  ""lat"": ""44.4133"",
  ""lon"": ""8.8375""
}",IT-42,Sunny,573.604,356.421,FALSE,0,No Delay,PZMQ2FJ,0.682861823,40.972,Cagliari Elmas Airport,CA07,Cagliari,IT,"{
  ""lat"": ""39.251499"",
  ""lon"": ""9.05428""
}",IT-88,Sunny,5,11
"$1,019.12 ",FALSE,Savannah Hilton Head International Airport,SAV,Savannah,US,"{
  ""lat"": ""32.12760162"",
  ""lon"": ""-81.20210266""
}",US-GA,Clear,"7,779.03","4,833.67",TRUE,45,Carrier Delay,V9PSO2P,6.923834646,415.43,Helsinki Vantaa Airport,HEL,Helsinki,FI,"{
  ""lat"": ""60.31719971"",
  ""lon"": ""24.9633007""
}",FI-ES,Cloudy,5,11
$664.83 ,TRUE,Falcone Borsellino Airport,PA03,Palermo,IT,"{
  ""lat"": ""38.175999"",
  ""lon"": ""13.091""
}",IT-82,Heavy Fog,"1,598.66",993.362,FALSE,0,No Delay,66S0AQ8,1.665272861,99.916,Berlin-Tegel Airport,TXL,Berlin,DE,"{
  ""lat"": ""52.5597"",
  ""lon"": ""13.2877""
}",DE-BE,Rain,5,11
"$1,158.19 ",FALSE,Pisa International Airport,PI05,Pisa,IT,"{
  ""lat"": ""43.683899"",
  ""lon"": ""10.3927""
}",IT-52,Heavy Fog,"6,496.17","4,036.54",FALSE,0,No Delay,AASIGDB,6.766848039,406.011,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA,"{
  ""lat"": ""45.32249832"",
  ""lon"": ""-75.66919708""
}",CA-ON,Hail,5,11
"$1,064.81 ",FALSE,London Gatwick Airport,LGW,London,GB,"{
  ""lat"": ""51.14810181"",
  ""lon"": ""-0.190277994""
}",GB-ENG,Clear,365.748,227.265,FALSE,0,No Delay,0T02JVU,0.435414094,26.125,Amsterdam Airport Schiphol,AMS,Amsterdam,NL,"{
  ""lat"": ""52.30860138"",
  ""lon"": ""4.76388979""
}",NL-NH,Cloudy,5,11
$759.08 ,FALSE,Venice Marco Polo Airport,VE05,Venice,IT,"{
  ""lat"": ""45.505299"",
  ""lon"": ""12.3519""
}",IT-34,Sunny,"1,636.67","1,016.98",FALSE,0,No Delay,YJ9SCNW,1.948420179,116.905,Oslo Gardermoen Airport,OSL,Oslo,NO,"{
  ""lat"": ""60.19390106"",
  ""lon"": ""11.10039997""
}",NO-02,Damaging Wind,5,11
"$1,048.92 ",FALSE,Shanghai Pudong International Airport,PVG,Shanghai,CN,"{
  ""lat"": ""31.14340019"",
  ""lon"": ""121.8050003""
}",SE-BD,Sunny,"9,188.98","5,709.77",TRUE,180,Security Delay,9YVBZKZ,12.57185567,754.311,Pisa International Airport,PI05,Pisa,IT,"{
  ""lat"": ""43.683899"",
  ""lon"": ""10.3927""
}",IT-52,Sunny,5,11
$286.25 ,FALSE,Scott AFB/Midamerica Airport,BLV,Belleville,US,"{
  ""lat"": ""38.5452"",
  ""lon"": ""-89.835197""
}",US-IL,Hail,"1,143.23",710.367,FALSE,0,No Delay,C6ETY2A,1.465673411,87.94,Greater Rochester International Airport,ROC,Rochester,US,"{
  ""lat"": ""43.1189003"",
  ""lon"": ""-77.67240143""
}",US-NY,Cloudy,5,11
$599.57 ,FALSE,Spokane International Airport,GEG,Spokane,US,"{
  ""lat"": ""47.61989975"",
  ""lon"": ""-117.5339966""
}",US-WA,Rain,"3,544.99","2,202.75",FALSE,0,No Delay,VE4FS5I,5.37119261,322.272,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,"{
  ""lat"": ""19.4363"",
  ""lon"": ""-99.072098""
}",MX-DIF,Cloudy,5,11
$762.23 ,TRUE,Olenya Air Base,XLMO,Olenegorsk,RU,"{
  ""lat"": ""68.15180206"",
  ""lon"": ""33.46390152""
}",RU-MUR,Hail,"2,618.50","1,627.06",FALSE,0,No Delay,P0AAZPA,3.636808757,218.209,London Gatwick Airport,LGW,London,GB,"{
  ""lat"": ""51.14810181"",
  ""lon"": ""-0.190277994""
}",GB-ENG,Sunny,5,11
"$1,017.91 ",FALSE,Dublin Airport,DUB,Dublin,IE,"{
  ""lat"": ""53.42129898"",
  ""lon"": ""-6.270070076""
}",IE-D,Rain,"7,610.33","4,728.84",FALSE,0,No Delay,MO8OCJQ,9.756834443,585.41,Chhatrapati Shivaji International Airport,BOM,Mumbai,IN,"{
  ""lat"": ""19.08869934"",
  ""lon"": ""72.86789703""
}",SE-BD,Cloudy,5,11
$456.24 ,FALSE,Stockholm-Arlanda Airport,ARN,Stockholm,SE,"{
  ""lat"": ""59.65190125"",
  ""lon"": ""17.91860008""
}",SE-AB,Clear,0,0,FALSE,0,No Delay,NTDZ9S2,0,0,Stockholm-Arlanda Airport,ARN,Stockholm,SE,"{
  ""lat"": ""59.65190125"",
  ""lon"": ""17.91860008""
}",SE-AB,Hail,5,11
$988.67 ,TRUE,Portland International Airport,PDX,Portland,US,"{
  ""lat"": ""45.58869934"",
  ""lon"": ""-122.5979996""
}",US-OR,Hail,"12,156.80","7,553.89",FALSE,0,No Delay,Y4ECHTZ,14.47238453,868.343,Dubai International Airport,DXB,Dubai,AE,"{
  ""lat"": ""25.25279999"",
  ""lon"": ""55.36439896""
}",SE-BD,Damaging Wind,5,11
$881.80 ,FALSE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Cloudy,"13,358.24","8,300.43",FALSE,0,No Delay,YIXHPCU,14.84249356,890.55,Licenciado Benito Juarez International Airport,AICM,Mexico City,MX,"{
  ""lat"": ""19.4363"",
  ""lon"": ""-99.072098""
}",MX-DIF,Sunny,5,11
$583.92 ,FALSE,Tokyo Haneda International Airport,HND,Tokyo,JP,"{
  ""lat"": ""35.552299"",
  ""lon"": ""139.779999""
}",SE-BD,Damaging Wind,"10,645.43","6,614.76",FALSE,0,No Delay,8A7ZKYK,11.82825085,709.695,Memphis International Airport,MEM,Memphis,US,"{
  ""lat"": ""35.04240036"",
  ""lon"": ""-89.97669983""
}",US-TN,Cloudy,5,11
$559.57 ,FALSE,Warsaw Chopin Airport,WAW,Warsaw,PL,"{
  ""lat"": ""52.16569901"",
  ""lon"": ""20.96710014""
}",PL-MZ,Thunder & Lightning,"9,163.28","5,693.80",FALSE,0,No Delay,3UNFMV9,8.037966295,482.278,Reno Tahoe International Airport,RNO,Reno,US,"{
  ""lat"": ""39.49909973"",
  ""lon"": ""-119.7679977""
}",US-NV,Cloudy,5,10
$922.10 ,FALSE,Zurich Airport,ZRH,Zurich,CH,"{
  ""lat"": ""47.464699"",
  ""lon"": ""8.54917""
}",CH-ZH,Rain,862.673,536.04,FALSE,0,No Delay,PEBWQMJ,0.75673067,45.404,Naples International Airport,NA01,Naples,IT,"{
  ""lat"": ""40.886002"",
  ""lon"": ""14.2908""
}",IT-72,Clear,5,10
"$1,106.97 ",FALSE,Warsaw Chopin Airport,WAW,Warsaw,PL,"{
  ""lat"": ""52.16569901"",
  ""lon"": ""20.96710014""
}",PL-MZ,Clear,"6,694.68","4,159.88",FALSE,0,No Delay,NQRN0TI,9.298165895,557.89,Ukrainka Air Base,XHBU,Belogorsk,RU,"{
  ""lat"": ""51.169997"",
  ""lon"": ""128.445007""
}",RU-AMU,Heavy Fog,5,10
$620.05 ,FALSE,Syracuse Hancock International Airport,SYR,Syracuse,US,"{
  ""lat"": ""43.11119843"",
  ""lon"": ""-76.10630035""
}",US-NY,Clear,"6,208.73","3,857.92",FALSE,0,No Delay,RDACWYZ,5.446250354,326.775,Stockholm-Arlanda Airport,ARN,Stockholm,SE,"{
  ""lat"": ""59.65190125"",
  ""lon"": ""17.91860008""
}",SE-AB,Cloudy,5,10
$652.44 ,FALSE,Raleigh Durham International Airport,RDU,Raleigh/Durham,US,"{
  ""lat"": ""35.87760162"",
  ""lon"": ""-78.78749847""
}",US-NC,Rain,"7,906.78","4,913.05",FALSE,0,No Delay,U2JTQ4U,7.751749399,465.105,Bari Karol Wojty__a Airport,BA02,Bari,IT,"{
  ""lat"": ""41.138901"",
  ""lon"": ""16.760599""
}",IT-75,Hail,5,10
$788.02 ,FALSE,Incheon International Airport,ICN,Seoul,KR,"{
  ""lat"": ""37.46910095"",
  ""lon"": ""126.4509964""
}",SE-BD,Sunny,"10,286.51","6,391.74",FALSE,0,No Delay,4DT043K,8.572092119,514.326,Austin Straubel International Airport,GRB,Green Bay,US,"{
  ""lat"": ""44.48509979"",
  ""lon"": ""-88.12960052""
}",US-WI,Sunny,5,10
"$1,156.50 ",FALSE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Clear,"17,451.54","10,843.88",FALSE,0,No Delay,C5HYT4B,17.10935078,"1,026.56",Jorge Chavez International Airport,LIM,Lima,PE,"{
  ""lat"": ""-12.0219"",
  ""lon"": ""-77.114304""
}",SE-BD,Clear,5,10
"$1,134.06 ",FALSE,Guangzhou Baiyun International Airport,CAN,Guangzhou,CN,"{
  ""lat"": ""23.39240074"",
  ""lon"": ""113.2990036""
}",SE-BD,Clear,"12,710.48","7,897.93",FALSE,0,No Delay,3U9QSVG,11.14954698,668.973,General Edward Lawrence Logan International Airport,BOS,Boston,US,"{
  ""lat"": ""42.36429977"",
  ""lon"": ""-71.00520325""
}",US-MA,Clear,5,10
$906.36 ,TRUE,OR Tambo International Airport,JNB,Johannesburg,ZA,"{
  ""lat"": ""-26.1392"",
  ""lon"": ""28.246""
}",SE-BD,Heavy Fog,"15,624.01","9,708.31",TRUE,330,Carrier Delay,F9H0EXM,18.52000622,"1,111.20",Albuquerque International Sunport Airport,ABQ,Albuquerque,US,"{
  ""lat"": ""35.040199"",
  ""lon"": ""-106.609001""
}",US-NM,Cloudy,5,10
"$1,019.53 ",FALSE,King Shaka International Airport,DUR,Durban,ZA,"{
  ""lat"": ""-29.61444444"",
  ""lon"": ""31.11972222""
}",SE-BD,Damaging Wind,"8,504.61","5,284.52",FALSE,0,No Delay,BY67PPZ,7.874638744,472.478,Genoa Cristoforo Colombo Airport,GE01,Genova,IT,"{
  ""lat"": ""44.4133"",
  ""lon"": ""8.8375""
}",IT-42,Rain,5,10
$346.11 ,FALSE,San Diego International Airport,SAN,San Diego,US,"{
  ""lat"": ""32.73360062"",
  ""lon"": ""-117.1900024""
}",US-CA,Cloudy,"3,389.68","2,106.25",FALSE,0,No Delay,LGDA7P5,3.530912032,211.855,Pittsburgh International Airport,PIT,Pittsburgh,US,"{
  ""lat"": ""40.49150085"",
  ""lon"": ""-80.23290253""
}",US-PA,Sunny,5,10
$565.37 ,FALSE,Narita International Airport,NRT,Tokyo,JP,"{
  ""lat"": ""35.76470184"",
  ""lon"": ""140.3860016""
}",SE-BD,Sunny,"18,304.41","11,373.84",TRUE,30,NAS Delay,6NWI7JE,20.83823656,"1,250.29",Ministro Pistarini International Airport,EZE,Buenos Aires,AR,"{
  ""lat"": ""-34.8222"",
  ""lon"": ""-58.5358""
}",SE-BD,Damaging Wind,5,10
$979.81 ,FALSE,Warsaw Chopin Airport,WAW,Warsaw,PL,"{
  ""lat"": ""52.16569901"",
  ""lon"": ""20.96710014""
}",PL-MZ,Rain,"1,054.28",655.096,FALSE,0,No Delay,IEQFKCP,1.597386254,95.843,Verona Villafranca Airport,VR10,Verona,IT,"{
  ""lat"": ""45.395699"",
  ""lon"": ""10.8885""
}",IT-34,Clear,5,10
"$1,028.01 ",FALSE,Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA,"{
  ""lat"": ""45.32249832"",
  ""lon"": ""-75.66919708""
}",CA-ON,Hail,"8,731.06","5,425.23",FALSE,0,No Delay,AGD55X1,11.19366886,671.62,Comodoro Arturo Merino Benitez International Airport,SCL,Santiago,CL,"{
  ""lat"": ""-33.39300156"",
  ""lon"": ""-70.78579712""
}",SE-BD,Rain,5,10
$891.71 ,FALSE,Mariscal Sucre International Airport,UIO,Quito,EC,"{
  ""lat"": ""-0.129166667"",
  ""lon"": ""-78.3575""
}",EC-P,Rain,"8,841.01","5,493.55",TRUE,195,Carrier Delay,1PMAE0A,14.584631,875.078,Dublin Airport,DUB,Dublin,IE,"{
  ""lat"": ""53.42129898"",
  ""lon"": ""-6.270070076""
}",IE-D,Cloudy,5,10
"$1,163.37 ",FALSE,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,"{
  ""lat"": ""49.90999985"",
  ""lon"": ""-97.23989868""
}",CA-MB,Rain,"1,981.14","1,231.02",FALSE,0,No Delay,5GO6Y3T,1.737838613,104.27,Washington Dulles International Airport,IAD,Washington,US,"{
  ""lat"": ""38.94449997"",
  ""lon"": ""-77.45580292""
}",US-DC,Hail,5,10
"$1,037.30 ",TRUE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Thunder & Lightning,"10,316.16","6,410.16",FALSE,0,No Delay,AIMVL6C,10.1138783,606.833,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,"{
  ""lat"": ""49.90999985"",
  ""lon"": ""-97.23989868""
}",CA-MB,Sunny,5,10
"$1,086.53 ",FALSE,El Dorado International Airport,BOG,Bogota,CO,"{
  ""lat"": ""4.70159"",
  ""lon"": ""-74.1469""
}",SE-BD,Clear,"16,094.61","10,000.73",FALSE,0,No Delay,MHPO6X7,14.1180775,847.085,Chengdu Shuangliu International Airport,CTU,Chengdu,CN,"{
  ""lat"": ""30.57850075"",
  ""lon"": ""103.9469986""
}",SE-BD,Thunder & Lightning,5,10
$438.41 ,FALSE,Milano Linate Airport,MI11,Milan,IT,"{
  ""lat"": ""45.445099"",
  ""lon"": ""9.27674""
}",IT-25,Heavy Fog,470.184,292.159,FALSE,0,No Delay,I2AN7XR,0.391820282,23.509,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT,"{
  ""lat"": ""41.8002778"",
  ""lon"": ""12.2388889""
}",IT-62,Clear,5,10
$832.26 ,FALSE,Ministro Pistarini International Airport,EZE,Buenos Aires,AR,"{
  ""lat"": ""-34.8222"",
  ""lon"": ""-58.5358""
}",AR-B,Heavy Fog,"7,909.06","4,914.46",FALSE,0,No Delay,HCSLCVW,8.238605822,494.316,Louis Armstrong New Orleans International Airport,MSY,New Orleans,US,"{
  ""lat"": ""29.99340057"",
  ""lon"": ""-90.25800323""
}",US-LA,Clear,5,10
$575.37 ,FALSE,Munich Airport,MUC,Munich,DE,"{
  ""lat"": ""48.353802"",
  ""lon"": ""11.7861""
}",DE-BY,Sunny,375.61,233.393,TRUE,15,Security Delay,JPASNLR,0.667344749,40.041,Milano Linate Airport,MI11,Milan,IT,"{
  ""lat"": ""45.445099"",
  ""lon"": ""9.27674""
}",IT-25,Sunny,5,10
"$1,107.24 ",FALSE,Munich Airport,MUC,Munich,DE,"{
  ""lat"": ""48.353802"",
  ""lon"": ""11.7861""
}",DE-BY,Hail,"5,910.22","3,672.44",TRUE,195,Carrier Delay,2TM70P1,9.044329673,542.66,Indira Gandhi International Airport,DEL,New Delhi,IN,"{
  ""lat"": ""28.5665"",
  ""lon"": ""77.103104""
}",SE-BD,Cloudy,5,9
$590.74 ,FALSE,Tokyo Haneda International Airport,HND,Tokyo,JP,"{
  ""lat"": ""35.552299"",
  ""lon"": ""139.779999""
}",SE-BD,Rain,"7,784.50","4,837.07",FALSE,0,No Delay,HE0N3NA,6.828509963,409.711,Sydney Kingsford Smith International Airport,SYD,Sydney,AU,"{
  ""lat"": ""-33.94609833"",
  ""lon"": ""151.177002""
}",SE-BD,Cloudy,5,9
$531.48 ,FALSE,Washington Dulles International Airport,IAD,Washington,US,"{
  ""lat"": ""38.94449997"",
  ""lon"": ""-77.45580292""
}",US-DC,Clear,"11,407.03","7,088.00",FALSE,0,No Delay,VW03Z3U,10.56206358,633.724,Abu Dhabi International Airport,AUH,Abu Dhabi,AE,"{
  ""lat"": ""24.43300056"",
  ""lon"": ""54.65110016""
}",SE-BD,Clear,5,9
"$1,105.09 ",FALSE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Clear,"18,861.02","11,719.69",FALSE,0,No Delay,XM041QE,17.46390727,"1,047.83",Ministro Pistarini International Airport,EZE,Buenos Aires,AR,"{
  ""lat"": ""-34.8222"",
  ""lon"": ""-58.5358""
}",AR-B,Sunny,5,9
"$1,071.26 ",FALSE,New Chitose Airport,CTS,Chitose / Tomakomai,JP,"{
  ""lat"": ""42.77519989"",
  ""lon"": ""141.6920013""
}",SE-BD,Clear,"8,093.51","5,029.08",FALSE,0,No Delay,TQUISY3,6.423423578,385.405,Copenhagen Kastrup Airport,CPH,Copenhagen,DK,"{
  ""lat"": ""55.61790085"",
  ""lon"": ""12.65600014""
}",DK-84,Rain,5,9
$949.02 ,FALSE,Tampa International Airport,TPA,Tampa,US,"{
  ""lat"": ""27.97550011"",
  ""lon"": ""-82.53320313""
}",US-FL,Damaging Wind,"14,588.65","9,064.97",TRUE,225,NAS Delay,3EFH9WU,22.45339832,"1,347.20",Brisbane International Airport,BNE,Brisbane,AU,"{
  ""lat"": ""-27.38419914"",
  ""lon"": ""153.1170044""
}",SE-BD,Thunder & Lightning,5,9
"$1,125.62 ",FALSE,London Luton Airport,LTN,London,GB,"{
  ""lat"": ""51.87469864"",
  ""lon"": ""-0.368333012""
}",GB-ENG,Damaging Wind,"1,848.96","1,148.89",FALSE,0,No Delay,ELP8W05,2.201139425,132.068,Falcone Borsellino Airport,PA03,Palermo,IT,"{
  ""lat"": ""38.175999"",
  ""lon"": ""13.091""
}",IT-82,Clear,5,9
$780.12 ,FALSE,OR Tambo International Airport,JNB,Johannesburg,ZA,"{
  ""lat"": ""-26.1392"",
  ""lon"": ""28.246""
}",SE-BD,Thunder & Lightning,"14,153.98","8,794.87",FALSE,0,No Delay,TT2KMW4,11.23331462,673.999,General Wayne A. Downing Peoria International Airport,PIA,Peoria,US,"{
  ""lat"": ""40.66419983"",
  ""lon"": ""-89.69329834""
}",US-IL,Hail,5,9
"$1,167.25 ",FALSE,Vienna International Airport,VIE,Vienna,AT,"{
  ""lat"": ""48.11029816"",
  ""lon"": ""16.56970024""
}",AT-9,Clear,"8,305.50","5,160.80",FALSE,0,No Delay,8G90IAN,12.58408539,755.045,OR Tambo International Airport,JNB,Johannesburg,ZA,"{
  ""lat"": ""-26.1392"",
  ""lon"": ""28.246""
}",SE-BD,Thunder & Lightning,5,9
"$1,146.56 ",FALSE,Narita International Airport,NRT,Tokyo,JP,"{
  ""lat"": ""35.76470184"",
  ""lon"": ""140.3860016""
}",SE-BD,Rain,"9,928.88","6,169.52",FALSE,0,No Delay,8WFEA5T,8.709543818,522.573,Leonardo da Vinci - Fiumicino Airport,FCO,Rome,IT,"{
  ""lat"": ""41.8002778"",
  ""lon"": ""12.2388889""
}",SE-BD,Rain,5,9
$360.24 ,FALSE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Sunny,0,0,TRUE,60,Security Delay,HH1GF3V,1,60,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Clear,5,9
$764.07 ,TRUE,Wichita Mid Continent Airport,ICT,Wichita,US,"{
  ""lat"": ""37.64989853"",
  ""lon"": ""-97.43309784""
}",US-KS,Heavy Fog,"9,009.01","5,597.94",FALSE,0,No Delay,WS3Z5B1,12.5125065,750.75,Falcone Borsellino Airport,PA03,Palermo,IT,"{
  ""lat"": ""38.175999"",
  ""lon"": ""13.091""
}",IT-82,Clear,5,9
$317.44 ,FALSE,Portland International Airport,PDX,Portland,US,"{
  ""lat"": ""45.58869934"",
  ""lon"": ""-122.5979996""
}",US-OR,Rain,"3,872.46","2,406.23",FALSE,0,No Delay,AJXW1EG,3.396893457,203.814,Philadelphia International Airport,PHL,Philadelphia,US,"{
  ""lat"": ""39.87189865"",
  ""lon"": ""-75.2410965""
}",US-PA,Sunny,5,9
$950.09 ,FALSE,London Gatwick Airport,LGW,London,GB,"{
  ""lat"": ""51.14810181"",
  ""lon"": ""-0.190277994""
}",GB-ENG,Rain,485.676,301.785,FALSE,0,No Delay,XW6SZXV,0.674549741,40.473,Dublin Airport,DUB,Dublin,IE,"{
  ""lat"": ""53.42129898"",
  ""lon"": ""-6.270070076""
}",IE-D,Clear,5,9
$741.30 ,FALSE,Rajiv Gandhi International Airport,HYD,Hyderabad,IN,"{
  ""lat"": ""17.23131752"",
  ""lon"": ""78.42985535""
}",SE-BD,Sunny,"9,220.79","5,729.53",FALSE,0,No Delay,HI595RC,7.683988313,461.039,Melbourne International Airport,MEL,Melbourne,AU,"{
  ""lat"": ""-37.673302"",
  ""lon"": ""144.843002""
}",SE-BD,Hail,5,9
$912.04 ,FALSE,Minneapolis-St Paul International/Wold-Chamberlain Airport,MSP,Minneapolis,US,"{
  ""lat"": ""44.88199997"",
  ""lon"": ""-93.22180176""
}",US-MN,Rain,"7,888.99","4,901.99",TRUE,105,NAS Delay,DS2YASD,9.054615585,543.277,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT,"{
  ""lat"": ""41.8002778"",
  ""lon"": ""12.2388889""
}",IT-62,Sunny,5,9
$917.69 ,FALSE,Warsaw Chopin Airport,WAW,Warsaw,PL,"{
  ""lat"": ""52.16569901"",
  ""lon"": ""20.96710014""
}",PL-MZ,Sunny,"9,946.88","6,180.71",FALSE,0,No Delay,GQHN39K,10.36133368,621.68,El Dorado International Airport,BOG,Bogota,CO,"{
  ""lat"": ""4.70159"",
  ""lon"": ""-74.1469""
}",CO-CUN,Clear,5,9
$820.43 ,FALSE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Heavy Fog,"10,316.16","6,410.16",FALSE,0,No Delay,WZKO0S1,13.22584085,793.55,Winnipeg / James Armstrong Richardson International Airport,YWG,Winnipeg,CA,"{
  ""lat"": ""49.90999985"",
  ""lon"": ""-97.23989868""
}",CA-MB,Sunny,5,9
"$1,186.65 ",TRUE,Montreal / Pierre Elliott Trudeau International Airport,YUL,Montreal,CA,"{
  ""lat"": ""45.47060013"",
  ""lon"": ""-73.74079895""
}",CA-QC,Damaging Wind,"6,626.21","4,117.34",FALSE,0,No Delay,IHDNFPL,6.496283399,389.777,Ciampino___G. B. Pastine International Airport,RM12,Rome,IT,"{
  ""lat"": ""41.7994"",
  ""lon"": ""12.5949""
}",IT-62,Rain,5,9
"$1,048.97 ",TRUE,Manchester Airport,MAN,Manchester,GB,"{
  ""lat"": ""53.35369873"",
  ""lon"": ""-2.274950027""
}",GB-ENG,Clear,"9,452.99","5,873.82",FALSE,0,No Delay,K8M07W3,7.877493949,472.65,Kansai International Airport,KIX,Osaka,JP,"{
  ""lat"": ""34.4272995"",
  ""lon"": ""135.2440033""
}",SE-BD,Thunder & Lightning,5,8
$605.92 ,FALSE,Xi'an Xianyang International Airport,XIY,Xi'an,CN,"{
  ""lat"": ""34.447102"",
  ""lon"": ""108.751999""
}",SE-BD,Rain,"6,818.53","4,236.84",FALSE,0,No Delay,HU52Y11,6.313456445,378.807,Stockholm-Arlanda Airport,ARN,Stockholm,SE,"{
  ""lat"": ""59.65190125"",
  ""lon"": ""17.91860008""
}",SE-AB,Clear,5,8
"$1,089.99 ",FALSE,Seattle Tacoma International Airport,SEA,Seattle,US,"{
  ""lat"": ""47.44900131"",
  ""lon"": ""-122.3089981""
}",US-WA,Rain,"7,064.51","4,389.68",FALSE,0,No Delay,ET3168F,9.057063926,543.424,New Chitose Airport,CTS,Chitose / Tomakomai,JP,"{
  ""lat"": ""42.77519989"",
  ""lon"": ""141.6920013""
}",SE-BD,Clear,5,8
$582.95 ,FALSE,London Luton Airport,LTN,London,GB,"{
  ""lat"": ""51.87469864"",
  ""lon"": ""-0.368333012""
}",GB-ENG,Sunny,"9,227.59","5,733.76",FALSE,0,No Delay,WLRC9T3,9.046654743,542.799,Jeju International Airport,CJU,Jeju City,KR,"{
  ""lat"": ""33.51129913"",
  ""lon"": ""126.4929962""
}",SE-BD,Clear,5,8
$591.25 ,FALSE,Sydney Kingsford Smith International Airport,SYD,Sydney,AU,"{
  ""lat"": ""-33.94609833"",
  ""lon"": ""151.177002""
}",SE-BD,Clear,"15,869.95","9,861.13",TRUE,255,Security Delay,F7ROWI0,17.47495825,"1,048.50",Ottawa Macdonald-Cartier International Airport,YOW,Ottawa,CA,"{
  ""lat"": ""45.32249832"",
  ""lon"": ""-75.66919708""
}",CA-ON,Sunny,5,8
"$1,049.73 ",TRUE,Verona Villafranca Airport,VR10,Verona,IT,"{
  ""lat"": ""45.395699"",
  ""lon"": ""10.8885""
}",IT-34,Rain,"9,525.30","5,918.75",FALSE,0,No Delay,PDJFCZX,12.21191871,732.715,Itami Airport,ITM,Osaka,JP,"{
  ""lat"": ""34.78549957"",
  ""lon"": ""135.4380035""
}",SE-BD,Thunder & Lightning,5,8
$974.67 ,FALSE,Il Caravaggio International Airport,BG01,Bergamo,IT,"{
  ""lat"": ""45.673901"",
  ""lon"": ""9.70417""
}",IT-25,Clear,"9,628.46","5,982.85",FALSE,0,No Delay,CP8FYS7,12.34418318,740.651,Chubu Centrair International Airport,NGO,Tokoname,JP,"{
  ""lat"": ""34.85839844"",
  ""lon"": ""136.8049927""
}",SE-BD,Sunny,5,8
$918.47 ,FALSE,Edmonton International Airport,CYEG,Edmonton,CA,"{
  ""lat"": ""53.30970001"",
  ""lon"": ""-113.5800018""
}",CA-AB,Rain,"7,962.87","4,947.90",FALSE,0,No Delay,11QD22O,7.373023541,442.381,Bologna Guglielmo Marconi Airport,BO08,Bologna,IT,"{
  ""lat"": ""44.5354"",
  ""lon"": ""11.2887""
}",IT-45,Rain,5,8
$756.22 ,FALSE,Leonardo da Vinci___Fiumicino Airport,RM11,Rome,IT,"{
  ""lat"": ""41.8002778"",
  ""lon"": ""12.2388889""
}",IT-62,Clear,"7,089.19","4,405.02",FALSE,0,No Delay,IJ1XAM9,8.439516323,506.371,Buffalo Niagara International Airport,BUF,Buffalo,US,"{
  ""lat"": ""42.94049835"",
  ""lon"": ""-78.73220062""
}",US-NY,Cloudy,5,8
"$1,140.73 ",FALSE,Oslo Gardermoen Airport,OSL,Oslo,NO,"{
  ""lat"": ""60.19390106"",
  ""lon"": ""11.10039997""
}",NO-02,Clear,"7,739.23","4,808.94",FALSE,0,No Delay,SXWKP9P,6.449358953,386.962,New Chitose Airport,CTS,Chitose / Tomakomai,JP,"{
  ""lat"": ""42.77519989"",
  ""lon"": ""141.6920013""
}",SE-BD,Sunny,5,7
$904.08 ,FALSE,Dubai International Airport,DXB,Dubai,AE,"{
  ""lat"": ""25.25279999"",
  ""lon"": ""55.36439896""
}",SE-BD,Rain,"12,232.17","7,600.72",FALSE,0,No Delay,L0Y1WIQ,9.708068784,582.484,Casper-Natrona County International Airport,CPR,Casper,US,"{
  ""lat"": ""42.90800095"",
  ""lon"": ""-106.4639969""
}",US-WY,Rain,5,7
